id,speaker,start,end,duration,reference,hypothesis,reference_words,hypothesis_words,hits,substitutions,deletions,insertions,errors,wer,perfect,substitution_details,deletion_details,insertion_details,note,changed
795,00795 SP 2,42:08.8,42:11.5,2.71s,tại mỹ nhưng cô vẫn đi đi về về để thực hiện dự án này của mình,tại mỹ nhưng cô vẫn đi đi về về để thực hiện dự án này của mình,17,17,17,0,0,0,0,0.0,True,[],[],[],,False
796,00796 SP 2,42:12.0,42:15.8,3.80s,thì anh tin những người như vậy là những người có sức ảnh hưởng lâu dài đến cộng đồng,thì anh tin những người như vậy là những người có sức ảnh hưởng lâu dài đến cộng đồng,19,19,19,0,0,0,0,0.0,True,[],[],[],,False
797,00797 SP 2,42:16.3,42:19.8,3.48s,đối với những hoa hậu hoàn vũ việt nam thật là cách tụi anh phát triển,đối với những hoa hậu hoàn vũ việt nam thật là cách tụi anh phát triển,16,16,16,0,0,0,0,0.0,True,[],[],[],,False
798,00798 SP 2,42:20.3,42:20.7,0.40s,ừ,ờm,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""ờm"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],,False
799,00799 SP 2,42:21.2,42:24.2,3.00s,cũng trên cái cam kết như vậy cam kết đó nó nó,khủng trên cái cam kết như vậy cam kế nó nó,12,11,9,2,1,0,3,0.25,False,"[{""reference"": ""cũng"", ""hypothesis"": ""khủng"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}, {""reference"": ""kết"", ""hypothesis"": ""kế"", ""reference_position"": [8, 9], ""hypothesis_position"": [8, 9], ""type"": ""substitution""}]","[{""reference"": ""đó"", ""hypothesis"": """", ""reference_position"": [9, 10], ""hypothesis_position"": [9, 9], ""type"": ""deletion""}]",[],asr sai,True
800,00800 SP 2,42:24.6,42:26.6,1.98s,ít phải thành văn bản theo kiểu là,nó không phải thành văn bản theo kiểu là,8,9,7,1,0,1,2,0.25,False,"[{""reference"": ""ít"", ""hypothesis"": ""không"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""nó"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",,False
801,00801 SP 2,42:27.2,42:28.8,1.68s,chỉ là em ký thôi em hứa là anh phải làm nữa,chỉ là em ký vô em hứa là phải làm thôi,12,11,9,2,1,0,3,0.25,False,"[{""reference"": ""thôi"", ""hypothesis"": ""vô"", ""reference_position"": [4, 5], ""hypothesis_position"": [4, 5], ""type"": ""substitution""}, {""reference"": ""nữa"", ""hypothesis"": ""thôi"", ""reference_position"": [11, 12], ""hypothesis_position"": [10, 11], ""type"": ""substitution""}]","[{""reference"": ""anh"", ""hypothesis"": """", ""reference_position"": [8, 9], ""hypothesis_position"": [8, 8], ""type"": ""deletion""}]",[],,False
802,00802 SP 2,42:29.5,42:33.2,3.68s,đó là rất nhiều những cái ràng buộc và sau đó người ta phải tìm thấy niềm vui nữa,đó là rất nhiều những cái ràng buộc và sau đó người ta phải tìm niềm vui nữa,19,18,18,0,1,0,1,0.05263157894736842,False,[],"[{""reference"": ""thấy"", ""hypothesis"": """", ""reference_position"": [15, 16], ""hypothesis_position"": [15, 15], ""type"": ""deletion""}]",[],,False
803,00803 SP 2,42:33.6,42:36.4,2.76s,giống như nói hờ hay hoặc là vâng hoặc là,giống như anh nói ờ hờ hen hoặc là vân hoặc,10,11,7,2,1,2,5,0.5,False,"[{""reference"": ""hay"", ""hypothesis"": ""hen"", ""reference_position"": [4, 5], ""hypothesis_position"": [6, 7], ""type"": ""substitution""}, {""reference"": ""vâng"", ""hypothesis"": ""vân"", ""reference_position"": [7, 8], ""hypothesis_position"": [9, 10], ""type"": ""substitution""}]","[{""reference"": ""là"", ""hypothesis"": """", ""reference_position"": [9, 10], ""hypothesis_position"": [11, 11], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""anh"", ""reference_position"": [2, 2], ""hypothesis_position"": [2, 3], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""ờ"", ""reference_position"": [3, 3], ""hypothesis_position"": [4, 5], ""type"": ""insertion""}]",asr thiếu chữ cuối,True
804,00804 SP 2,42:36.9,42:41.0,4.06s,châu em sẽ các bạn vẫn tiếp tục đồng hành với những cái hoạt động cộng đồng những cái dự án của các bạn,châu em sẽ các bạn vẫn tiếp tục đồng hành với những cái hoạt động cộng đồng những cái dự án của các bạn,24,24,24,0,0,0,0,0.0,True,[],[],[],,False
805,00805 SP 2,42:41.7,42:44.3,2.60s,bằng cái niềm vui mà các bạn tìm thấy trong cái việc đó,bằng cái niềm vui mà các bạn tìm thấy trong việc đó,13,12,12,0,1,0,1,0.07692307692307693,False,[],"[{""reference"": ""cái"", ""hypothesis"": """", ""reference_position"": [10, 11], ""hypothesis_position"": [10, 10], ""type"": ""deletion""}]",[],asr thiếu chữ,True
806,00806 SP 2,42:44.8,42:45.1,0.34s,ừm,nghĩnh,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừm"", ""hypothesis"": ""nghĩnh"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],asr sai,True
807,00807 SP 1,42:45.8,42:47.5,1.72s,đó là nói về những bạn thí sinh đi,đó là nói về những bạn thí sinh đi,9,9,9,0,0,0,0,0.0,True,[],[],[],,False
808,00808 SP 1,42:47.9,42:49.6,1.68s,và nói về cái tầm của cuộc thi,và nói về cái tầm của cuộc thi,8,8,8,0,0,0,0,0.0,True,[],[],[],,False
809,00809 SP 1,42:50.6,42:55.7,5.10s,nhưng mà để đến được cuộc thi thì mình có một cái ban bệ một cái lãnh đạo một cái là một cái ban lãnh đạo và một tổ chức,nhưng mà để đến được cuộc thi thì mình có một cái ban bệ một cái lãnh đạo một cái là một cái ba lãng đạo của một cái tổ chức,30,31,27,3,0,1,4,0.13333333333333333,False,"[{""reference"": ""ban lãnh"", ""hypothesis"": ""ba lãng"", ""reference_position"": [23, 25], ""hypothesis_position"": [23, 25], ""type"": ""substitution""}, {""reference"": ""và"", ""hypothesis"": ""của"", ""reference_position"": [26, 27], ""hypothesis_position"": [26, 27], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""cái"", ""reference_position"": [28, 28], ""hypothesis_position"": [28, 29], ""type"": ""insertion""}]",,False
810,00810 SP 1,42:56.2,42:58.0,1.72s,có phải là blđ tập đoàn của anh,câu hỏi là b o d tập đoàn của anh,8,10,5,3,0,2,5,0.625,False,"[{""reference"": ""có phải"", ""hypothesis"": ""câu hỏi"", ""reference_position"": [0, 2], ""hypothesis_position"": [0, 2], ""type"": ""substitution""}, {""reference"": ""blđ"", ""hypothesis"": ""d"", ""reference_position"": [3, 4], ""hypothesis_position"": [5, 6], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""b o"", ""reference_position"": [3, 3], ""hypothesis_position"": [3, 5], ""type"": ""insertion""}]",asr sai,True
811,00811 SP 1,42:58.6,43:01.4,2.77s,thì vào cái thời điểm anh quyết định đập hết đi xây lại làm lại từ đầu đi,thì vào cái thời điểm anh quyết định đập hết đi xây lại làm lại từ đầu đi,18,18,18,0,0,0,0,0.0,True,[],[],[],,False
812,00812 SP 1,43:01.9,43:04.6,2.74s,mọi người có can không tại vì thật ra cái việc relearning một điều,mọi người có can không tại vì thật ra cái việc rỉ lơ ninh một điều,14,16,13,1,0,2,3,0.21428571428571427,False,"[{""reference"": ""relearning"", ""hypothesis"": ""ninh"", ""reference_position"": [11, 12], ""hypothesis_position"": [13, 14], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""rỉ lơ"", ""reference_position"": [11, 11], ""hypothesis_position"": [11, 13], ""type"": ""insertion""}]",qwen tinh chỉnh tự dịch sang tiếng việt,True
813,00813 SP 1,43:05.2,43:05.6,0.46s,nó,nó,1,1,1,0,0,0,0,0.0,True,[],[],[],,False
814,00814 SP 1,43:06.3,43:10.1,3.82s,với những người mà người ta muốn ở trong cái vùng an toàn của người ta cái comfort zone,với những cái người mà người ta muốn ở trong cái vùng an toàn của người tai cái com phóc rôn,19,21,16,3,0,2,5,0.2631578947368421,False,"[{""reference"": ""ta"", ""hypothesis"": ""tai"", ""reference_position"": [15, 16], ""hypothesis_position"": [16, 17], ""type"": ""substitution""}, {""reference"": ""comfort zone"", ""hypothesis"": ""phóc rôn"", ""reference_position"": [17, 19], ""hypothesis_position"": [19, 21], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""cái"", ""reference_position"": [2, 2], ""hypothesis_position"": [2, 3], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""com"", ""reference_position"": [17, 17], ""hypothesis_position"": [18, 19], ""type"": ""insertion""}]",qwen tinh chỉnh sai,True
815,00815 SP 1,43:10.5,43:11.4,0.96s,thì nghe nó rất mạo hiểm,thì nghe nó rất mạo hiểm,6,6,6,0,0,0,0,0.0,True,[],[],[],,False
816,00816 SP 1,43:12.0,43:15.7,3.67s,thì thời điểm đó có ai ngăn anh không đừng đừng đừng ở đâu cứ ở đấy thôi,thì đợi điểm đó có ai ngăn anh ở núi rừng rừng nâu này cứ ở đấy không,18,18,10,8,0,0,8,0.4444444444444444,False,"[{""reference"": ""thời"", ""hypothesis"": ""đợi"", ""reference_position"": [1, 2], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}, {""reference"": ""không đừng đừng đừng ở đâu"", ""hypothesis"": ""ở núi rừng rừng nâu này"", ""reference_position"": [8, 14], ""hypothesis_position"": [8, 14], ""type"": ""substitution""}, {""reference"": ""thôi"", ""hypothesis"": ""không"", ""reference_position"": [17, 18], ""hypothesis_position"": [17, 18], ""type"": ""substitution""}]",[],[],,True
817,00817 SP 2,43:17.3,43:21.0,3.68s,anh nghĩ cái quá trình nào đầu tiên nó cũng cần một ban bệ nhé tức là để,anh nghĩ cái quá trình nào đầu tiên nó cũng cần một ban bài nhất tức là để,18,18,16,2,0,0,2,0.1111111111111111,False,"[{""reference"": ""bệ nhé"", ""hypothesis"": ""bài nhất"", ""reference_position"": [13, 15], ""hypothesis_position"": [13, 15], ""type"": ""substitution""}]",[],[],,False
818,00818 SP 2,43:21.6,43:23.0,1.32s,để một cái quyết định đó,để một cái quyết định á,6,6,5,1,0,0,1,0.16666666666666666,False,"[{""reference"": ""đó"", ""hypothesis"": ""á"", ""reference_position"": [5, 6], ""hypothesis_position"": [5, 6], ""type"": ""substitution""}]",[],[],,False
819,00819 SP 2,43:23.5,43:25.0,1.50s,nó được challenge đủ nó được,nó được cha lừn đủ nó được,6,7,5,1,0,1,2,0.3333333333333333,False,"[{""reference"": ""challenge"", ""hypothesis"": ""lừn"", ""reference_position"": [2, 3], ""hypothesis_position"": [3, 4], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""cha"", ""reference_position"": [2, 2], ""hypothesis_position"": [2, 3], ""type"": ""insertion""}]",,False
820,00820 SP 2,43:25.6,43:28.0,2.45s,thách thức đủ bởi rất nhiều những cái ý kiến khác nhau,thách thức đủ bởi rất nhiều những cái ý kiến khác nhau,12,12,12,0,0,0,0,0.0,True,[],[],[],,False
821,00821 SP 2,43:28.7,43:29.7,0.96s,anh không nói là,anh không nói là,4,4,4,0,0,0,0,0.0,True,[],[],[],,False
822,00822 SP 2,43:30.2,43:33.2,3.01s,không phải là câu chuyện mình phải làm mới thì có nghĩa lúc nào mình cũng mới là hay đâu,không phải là câu chuyện mình phải làm mới thì có nghĩa lúc nào mình cũng mới là hay đâu,20,20,20,0,0,0,0,0.0,True,[],[],[],,False
823,00823 SP 2,43:33.8,43:38.1,4.30s,cái mới của mình nó phải được chui rèn qua rất nhiều những ý kiến khác nhau ví dụ mình muốn đưa ra một điểm mới,cái mới của mình nó phải được chui rèn qua rất nhiều những ý kiến khác nhau ví dụ mình muốn đưa ra một điểm mới,26,26,26,0,0,0,0,0.0,True,[],[],[],,False
824,00824 SP 2,43:38.6,43:39.7,1.06s,phải vô một cái hội đồng,phải vô một cái hội đồng,6,6,6,0,0,0,0,0.0,True,[],[],[],,False
825,00825 SP 2,43:40.1,43:43.5,3.44s,mình phải bảo vệ được ý kiến với hội đồng đó trong trong hội đồng nó có rất nhiều ý kiến,là mình phải bảo vệ được ý kiến với hội đồng đó trong trông hội có rất nhiều ý kiến,21,20,18,1,2,1,4,0.19047619047619047,False,"[{""reference"": ""trong"", ""hypothesis"": ""trông"", ""reference_position"": [12, 13], ""hypothesis_position"": [13, 14], ""type"": ""substitution""}]","[{""reference"": ""đồng nó"", ""hypothesis"": """", ""reference_position"": [14, 16], ""hypothesis_position"": [15, 15], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""là"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",,False
826,00826 SP 2,43:43.8,43:54.7,10.89s,có những người có thể là họ bảo thủ có những người họ đổi mới có người họ thiên về thực tiễn tạo ra lợi nhuận có người họ thiên về thông điệp tạo ra tính xã hội thì một cái ý kiến nó phải được,có những người có thể là họ bảo thủ của những người đổi mới có những người thì họ thiên về thực tiễn tạo ra lợi nhuận con người người họ theo về thanh niệm táo cáo chính xã hội vì một cái ý kiến nó phải được,46,48,36,9,1,3,13,0.2826086956521739,False,"[{""reference"": ""có"", ""hypothesis"": ""của"", ""reference_position"": [9, 10], ""hypothesis_position"": [9, 10], ""type"": ""substitution""}, {""reference"": ""có"", ""hypothesis"": ""con"", ""reference_position"": [26, 27], ""hypothesis_position"": [27, 28], ""type"": ""substitution""}, {""reference"": ""thiên"", ""hypothesis"": ""theo"", ""reference_position"": [29, 30], ""hypothesis_position"": [31, 32], ""type"": ""substitution""}, {""reference"": ""thông điệp tạo ra tính"", ""hypothesis"": ""thanh niệm táo cáo chính"", ""reference_position"": [31, 36], ""hypothesis_position"": [33, 38], ""type"": ""substitution""}, {""reference"": ""thì"", ""hypothesis"": ""vì"", ""reference_position"": [38, 39], ""hypothesis_position"": [40, 41], ""type"": ""substitution""}]","[{""reference"": ""họ"", ""hypothesis"": """", ""reference_position"": [12, 13], ""hypothesis_position"": [12, 12], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""những"", ""reference_position"": [16, 16], ""hypothesis_position"": [15, 16], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""thì"", ""reference_position"": [17, 17], ""hypothesis_position"": [17, 18], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""người"", ""reference_position"": [28, 28], ""hypothesis_position"": [29, 30], ""type"": ""insertion""}]",,False
827,00827 SP 2,43:55.2,43:55.8,0.68s,anh dùng từ là,anh dùng từ là,4,4,4,0,0,0,0,0.0,True,[],[],[],,False
828,00828 SP 2,43:56.6,44:00.8,4.26s,được rèn qua tất cả những góc nhìn khác nhau thì mới tạo ra được một cái ý kiến đó hoàn thiện,được rèn qua tất cả những góc nhìn khác nhau thì mới tạo ra được một cái ý kiến nó hoàn thiện,22,22,21,1,0,0,1,0.045454545454545456,False,"[{""reference"": ""đó"", ""hypothesis"": ""nó"", ""reference_position"": [19, 20], ""hypothesis_position"": [19, 20], ""type"": ""substitution""}]",[],[],,False
829,00829 SP 2,44:01.4,44:03.5,2.06s,ờ anh may mắn ở chỗ là,ờ anh may mắn ở chỗ là,7,7,7,0,0,0,0,0.0,True,[],[],[],asr không bắt được chữ đầu,True
830,00830 SP 2,44:04.0,44:04.3,0.34s,ờm,ờm,1,1,1,0,0,0,0,0.0,True,[],[],[],"asr sai , qwen tinh chỉnh bị sai",True
831,00831 SP 2,44:05.3,44:05.8,0.58s,trong cái,trong cái,2,2,2,0,0,0,0,0.0,True,[],[],[],,False
832,00832 SP 2,44:06.3,44:08.9,2.58s,giống như em nói cái ban bệ cái hội đồng bod của anh thì luôn luôn,giống như em nói cái ban gạc hội đồng bi âu đi của anh thì luôn luôn,16,17,13,2,1,2,5,0.3125,False,"[{""reference"": ""bệ"", ""hypothesis"": ""gạc"", ""reference_position"": [6, 7], ""hypothesis_position"": [6, 7], ""type"": ""substitution""}, {""reference"": ""bod"", ""hypothesis"": ""đi"", ""reference_position"": [10, 11], ""hypothesis_position"": [11, 12], ""type"": ""substitution""}]","[{""reference"": ""cái"", ""hypothesis"": """", ""reference_position"": [7, 8], ""hypothesis_position"": [7, 7], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""bi âu"", ""reference_position"": [10, 10], ""hypothesis_position"": [9, 11], ""type"": ""insertion""}]",asr sai,True
833,00833 SP 2,44:09.4,44:11.6,2.18s,có chung với quan điểm đó là mình sẽ tìm cách làm mới,có chung với quan điểm đó là mình sẽ tìm cách làm mới,13,13,13,0,0,0,0,0.0,True,[],[],[],,False
834,00834 SP 2,44:12.1,44:13.4,1.26s,nhưng cái làm mới như thế nào,nhưng cái làm mới như thế nào,7,7,7,0,0,0,0,0.0,True,[],[],[],,False
835,00835 SP 2,44:13.8,44:16.1,2.32s,thì bản thân cái ý kiến mới nó phải sống sót được qua hội đồng đó đã,thì bản thân có ý kiến mới đó phải sống sót được qua hội đồng đây nè,17,17,13,4,0,0,4,0.23529411764705882,False,"[{""reference"": ""cái"", ""hypothesis"": ""có"", ""reference_position"": [3, 4], ""hypothesis_position"": [3, 4], ""type"": ""substitution""}, {""reference"": ""nó"", ""hypothesis"": ""đó"", ""reference_position"": [7, 8], ""hypothesis_position"": [7, 8], ""type"": ""substitution""}, {""reference"": ""đó đã"", ""hypothesis"": ""đây nè"", ""reference_position"": [15, 17], ""hypothesis_position"": [15, 17], ""type"": ""substitution""}]",[],[],,True
836,00836 SP 1,44:17.2,44:18.8,1.60s,là pitching qua hết một hội đồng đúng không,là bít trinh qua hết một hội đồng đúng không,9,10,8,1,0,1,2,0.2222222222222222,False,"[{""reference"": ""pitching"", ""hypothesis"": ""trinh"", ""reference_position"": [1, 2], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""bít"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 2], ""type"": ""insertion""}]",,False
837,00837 SP 2,44:18.4,44:18.9,0.52s,đúng rồi,đúng rồi,2,2,2,0,0,0,0,0.0,True,[],[],[],,False
838,00838 SP 2,44:19.6,44:26.8,7.16s,ờ nên là để mà align được một cái điểm thật ra cũng rất là vất vả nhưng anh nghĩ đó là cái vất vã cần thiết tại nhiều khi giống như mình,ờ nên là để mà ở lai được một cái điểm thật ra cũng cũng rất là vất vả nhưng anh nghĩ đó là cái vấtvả cần thiết tại nhiều khi giống giống như mình,33,35,30,2,1,3,6,0.18181818181818182,False,"[{""reference"": ""align"", ""hypothesis"": ""lai"", ""reference_position"": [5, 6], ""hypothesis_position"": [6, 7], ""type"": ""substitution""}, {""reference"": ""vất"", ""hypothesis"": ""vấtvả"", ""reference_position"": [23, 24], ""hypothesis_position"": [25, 26], ""type"": ""substitution""}]","[{""reference"": ""vã"", ""hypothesis"": """", ""reference_position"": [24, 25], ""hypothesis_position"": [26, 26], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""ở"", ""reference_position"": [5, 5], ""hypothesis_position"": [5, 6], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""cũng"", ""reference_position"": [13, 13], ""hypothesis_position"": [14, 15], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""giống"", ""reference_position"": [30, 30], ""hypothesis_position"": [31, 32], ""type"": ""insertion""}]",,True
839,00839 SP 2,44:27.7,44:31.0,3.38s,mình sẽ gặp cái bẫy của fix mindset ở đây là gì mình thấy mình làm mới,mình sẽ lập gập cái bẫy của fix my status ở đây là gì mình thấy mình làm mới,17,19,15,2,0,2,4,0.23529411764705882,False,"[{""reference"": ""gặp"", ""hypothesis"": ""gập"", ""reference_position"": [2, 3], ""hypothesis_position"": [3, 4], ""type"": ""substitution""}, {""reference"": ""mindset"", ""hypothesis"": ""status"", ""reference_position"": [7, 8], ""hypothesis_position"": [9, 10], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""lập"", ""reference_position"": [2, 2], ""hypothesis_position"": [2, 3], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""my"", ""reference_position"": [7, 7], ""hypothesis_position"": [8, 9], ""type"": ""insertion""}]",,True
840,00840 SP 2,44:31.9,44:33.6,1.64s,bởi vì mình tin mình là một người luôn mới,bởi vì mình tin mình là một người luôn mới,10,10,10,0,0,0,0,0.0,True,[],[],[],,False
841,00841 SP 2,44:34.3,44:35.7,1.38s,xong mình thấy là ôi cái này mới quá,sau mình thấy là ôi cái này mới quá,9,9,8,1,0,0,1,0.1111111111111111,False,"[{""reference"": ""xong"", ""hypothesis"": ""sau"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],qwen tinh chỉnh bị sai,True
842,00842 SP 2,44:36.3,44:36.8,0.44s,mình làm thôi,mình làm thôi,3,3,3,0,0,0,0,0.0,True,[],[],[],,False
843,00843 SP 2,44:37.6,44:38.6,0.98s,nhưng như vậy là mình fix á,nhưng như vậy là mình phích sợ,7,7,5,2,0,0,2,0.2857142857142857,False,"[{""reference"": ""fix á"", ""hypothesis"": ""phích sợ"", ""reference_position"": [5, 7], ""hypothesis_position"": [5, 7], ""type"": ""substitution""}]",[],[],lỗi asr,True
844,00844 SP 2,44:39.8,44:40.9,1.04s,mình fix ở chỗ là,lính xích ở chỗ là,5,5,3,2,0,0,2,0.4,False,"[{""reference"": ""mình fix"", ""hypothesis"": ""lính xích"", ""reference_position"": [0, 2], ""hypothesis_position"": [0, 2], ""type"": ""substitution""}]",[],[],,False
845,00845 SP 2,44:41.2,44:43.1,1.92s,có một mình tôi mới cái mới của tôi luôn đúng,có một mình tôi mới cái mới của tô luôn đúng,11,11,10,1,0,0,1,0.09090909090909091,False,"[{""reference"": ""tôi"", ""hypothesis"": ""tô"", ""reference_position"": [8, 9], ""hypothesis_position"": [8, 9], ""type"": ""substitution""}]",[],[],,False
846,00846 SP 2,44:43.8,44:45.1,1.36s,đó là mình fix mindset rồi đó,đó này là mình fix mindset rồi đó,7,8,7,0,0,1,1,0.14285714285714285,False,[],[],"[{""reference"": """", ""hypothesis"": ""này"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 2], ""type"": ""insertion""}]",,False
847,00847 SP 2,44:45.5,44:48.1,2.66s,chứ không phải mình nghĩ là mình làm mới là mình mình mình cải tiến đâu nha,chứ không phải mình nghĩ là mình làm mới là mình mình mình cải tiến đâu nha,17,17,17,0,0,0,0,0.0,True,[],[],[],,False
848,00848 SP 2,44:48.8,44:51.5,2.76s,trong quá trình mình làm mới mà mình không mình bất chấp những yếu tố khác,trong quá trình mình làm mới mà mình không bất chấp những yếu tố khác,16,15,15,0,1,0,1,0.0625,False,[],"[{""reference"": ""mình"", ""hypothesis"": """", ""reference_position"": [9, 10], ""hypothesis_position"": [9, 9], ""type"": ""deletion""}]",[],asr sai,True
849,00849 SP 2,44:52.8,44:56.0,3.19s,về tính thực tiễn tính khả thi tính tác động,về tính thực tiễn tín khả thi tích tác động,10,10,8,2,0,0,2,0.2,False,"[{""reference"": ""tính"", ""hypothesis"": ""tín"", ""reference_position"": [4, 5], ""hypothesis_position"": [4, 5], ""type"": ""substitution""}, {""reference"": ""tính"", ""hypothesis"": ""tích"", ""reference_position"": [7, 8], ""hypothesis_position"": [7, 8], ""type"": ""substitution""}]",[],[],qwen tinh chỉnh sai,True
850,00850 SP 2,44:56.5,44:59.8,3.26s,tính tất tần tật tất cả những điều khác thì rõ ràng tính lịch sử nữa,tính rất thực những điều khác rõ ràng tính lịch sử nữa,16,12,10,2,4,0,6,0.375,False,"[{""reference"": ""tất tần"", ""hypothesis"": ""rất thực"", ""reference_position"": [1, 3], ""hypothesis_position"": [1, 3], ""type"": ""substitution""}]","[{""reference"": ""tật tất cả"", ""hypothesis"": """", ""reference_position"": [3, 6], ""hypothesis_position"": [3, 3], ""type"": ""deletion""}, {""reference"": ""thì"", ""hypothesis"": """", ""reference_position"": [9, 10], ""hypothesis_position"": [6, 6], ""type"": ""deletion""}]",[],asr sai,True
851,00851 SP 2,45:00.5,45:04.9,4.36s,tính kế thừa nữa nếu mình bỏ hết tất cả những yếu tố đi mình chỉ quan tâm tới cái mới mà mình nghĩ thôi,tính kế thừa nữa nếu mình bỏ hết tất cả những yếu tố đó đi mình chỉ quan tâm tới cái mới mà mình nghĩ thôi,25,26,25,0,0,1,1,0.04,False,[],[],"[{""reference"": """", ""hypothesis"": ""đó"", ""reference_position"": [13, 13], ""hypothesis_position"": [13, 14], ""type"": ""insertion""}]",,False
852,00852 SP 2,45:05.2,45:06.2,0.96s,thì có thể là mình đã fail,thì có thể là mình đã phèo,7,7,6,1,0,0,1,0.14285714285714285,False,"[{""reference"": ""fail"", ""hypothesis"": ""phèo"", ""reference_position"": [6, 7], ""hypothesis_position"": [6, 7], ""type"": ""substitution""}]",[],[],asr sai,True
853,00853 SP 2,45:06.6,45:06.9,0.28s,đúng không,đúng không,2,2,2,0,0,0,0,0.0,True,[],[],[],qwen tinh chỉnh sai,True
854,00854 SP 2,45:07.5,45:08.9,1.46s,nên là khi,nên là khi,3,3,3,0,0,0,0,0.0,True,[],[],[],,False
855,00855 SP 2,45:09.6,45:10.8,1.24s,ví dụ anh là một người,ví dụ anh là một người,6,6,6,0,0,0,0,0.0,True,[],[],[],,False
856,00856 SP 2,45:11.2,45:16.6,5.38s,anh dùng từ là khá là innovate nhưng mà bản thân khi mà anh initiate mình tạo ra một cái sản phẩm mới anh cũng sẽ tìm cách,anh dùng từ là khá là in nô vi típ nhưng mà bạn linh khi mà anh in ni xiết mình tạo ra một cái sản phẩm mới anh cũng sẽ tìm cách,28,33,24,4,0,5,9,0.32142857142857145,False,"[{""reference"": ""innovate"", ""hypothesis"": ""típ"", ""reference_position"": [6, 7], ""hypothesis_position"": [9, 10], ""type"": ""substitution""}, {""reference"": ""bản thân"", ""hypothesis"": ""bạn linh"", ""reference_position"": [9, 11], ""hypothesis_position"": [12, 14], ""type"": ""substitution""}, {""reference"": ""initiate"", ""hypothesis"": ""xiết"", ""reference_position"": [14, 15], ""hypothesis_position"": [19, 20], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""in nô vi"", ""reference_position"": [6, 6], ""hypothesis_position"": [6, 9], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""in ni"", ""reference_position"": [14, 14], ""hypothesis_position"": [17, 19], ""type"": ""insertion""}]",,False
857,00857 SP 2,45:17.4,45:20.7,3.30s,hỏi đáp trao đổi và anh cũng có những cuộc gặp cà phê bạn bè,hỏi đáp trao đổi và anh cũng có những cái cuộc gặp cà phê bạn bè,15,16,15,0,0,1,1,0.06666666666666667,False,[],[],"[{""reference"": """", ""hypothesis"": ""cái"", ""reference_position"": [9, 9], ""hypothesis_position"": [9, 10], ""type"": ""insertion""}]",,False
858,00858 SP 2,45:21.1,45:23.6,2.46s,ngẫu hứng thôi anh thử chia sẻ một cái idea để mọi người,ngẫu hứng nên anh thử chia sẻ một cái ai đê để mọi người,13,14,11,2,0,1,3,0.23076923076923078,False,"[{""reference"": ""thôi"", ""hypothesis"": ""nên"", ""reference_position"": [2, 3], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}, {""reference"": ""idea"", ""hypothesis"": ""đê"", ""reference_position"": [9, 10], ""hypothesis_position"": [10, 11], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""ai"", ""reference_position"": [9, 9], ""hypothesis_position"": [9, 10], ""type"": ""insertion""}]",,True
