id,reference,base_hypothesis,final_hypothesis,base_wer,final_wer,wer_improvement,status,transition,base_errors,final_errors
760,thì cũng không làm việc được,thì cũng không làm việc được,thì cũng không làm việc được,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
761,cho nên là,cho nên là,cho nên là,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
762,lý do mọi người hỏi là ạ tại sao năm đầu tiên tụi anh không làm việc trực tiếp với các đại diện để đảm bảo là mình mời những đại diện thật tốt vào,lý do mọi người hỏi là tại sao năm đầu tiên tụi anh không làm việc trực tiếp với các đại diện để đảm bảo là mình mời những đại điện thật tốt vào,lý do mọi người hỏi là ạ tại sao năm đầu tiên tụi anh không làm việc trực tiếp với các đại diện để đảm bảo là mình mời những đại diện thật tốt vào,0.05714285714285714,0.0,0.05714285714285714,improved,wrong_to_correct,2,0
763,thì anh nói không,thế này không,thế này không thì nếu không,0.75,1.25,-0.5,worsened,wrong_to_wrong,3,5
764,đó không phải là cái cách để mình làm việc đường dài,đó không phải là cái cách để mình làm việc đường dài,đó không phải là cái cách để mình làm việc đường dài,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
765,muốn phát triển đường dài thì anh phải làm việc giữa tổ chức với tổ chức và để cái tổ chức đó,muốn phát triển đường dài thì anh phải làm việc giữa tổ chức với tổ chính và để cái tôi trực tích,muốn phát triển đường dài thì anh phải làm việc giữa tổ chức với tổ chức và để cái tổ chức đó,0.18181818181818182,0.0,0.18181818181818182,improved,wrong_to_correct,4,0
766,hiểu được đầy đủ thông tin,hiểu được đầy đủ thông tin,hiểu được đầy đủ thông tin,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
767,cái cách truyền đạt thông điệp của một cuộc thi chứ không phải chỉ đơn thuần là tìm một cô gái đẹp đi thi,cái cách truyền đạt thông điệp của một cuộc thi chứ không phải chỉ đơn thuần là tìm một cô gái đẹp đi thi,cái cách truyền đạt thông điệp của một cuộc thi chứ không phải chỉ đơn thuần là tìm một cô gái đẹp đi thii,0.0,0.041666666666666664,-0.041666666666666664,worsened,correct_to_wrong,0,1
768,ừm,ừ,ừm,1.0,0.0,1.0,improved,wrong_to_correct,1,0
769,xong có một ý nghĩ này tự nhiên là pop up lên trong đầu em nha,xong có một ý nghĩa này tự nhiên nó pop up lên trong đầu em nha,xong có một ý nghĩ này tự nhiên là pop lên trong đầu em nha,0.125,0.0625,0.0625,improved,wrong_to_wrong,2,1
770,nghe anh nói xong em mới chợt nghĩ đến,nghe anh nói xong em mới chật nghĩ đến,nghe anh nói xong em mới chợt nghĩ đến,0.1111111111111111,0.0,0.1111111111111111,improved,wrong_to_correct,1,0
771,là nếu cái cô gái đăng quang đó cô ấy muốn làm một cái dự án một cái hành động ở một cái nước xa xôi nào đó nước của cô hay cái nước xa xôi nào đó chẳng hạn,là nếu cái cô gái đăng quang đó cô ấy muốn làm một cái dự án một cái hành động ở một cái nước xa xôi nào đó nước của cô hay cái nước sao xôi chẳng hạn,là nếu cái cô gái đăng quang đó cô ấy muốn làm một cái dự án một cái hành động ở một cái nước xa xôi nào đó nước của cô hay cái nước sau quoái nào đó chẳng hạn,0.075,0.05,0.024999999999999994,improved,wrong_to_wrong,3,2
772,thì tổ chức của mình có đi theo có follow có cử người hỗ trợ và đi cùng cô không nếu như đó là một dự án dài hơi,thì tổ chức của mình có đi theo có follow có cử người hỗ trợ và đi cùng cô hay không nếu như đó là một dự án dài hơn,thì tổ chức của mình có đi theo có follow có cử người hỗ trợ và đi cùng cô không nếu như đó là một dự án dài hơi,0.06896551724137931,0.0,0.06896551724137931,improved,wrong_to_correct,2,0
773,tự nhiên nó pop up lên trong đầu em vậy đó,tự nhiên nó pop up trong đầu anh mẹ đó,tự nhiên nó pop lên trong đầu anh vậy đó,0.2727272727272727,0.18181818181818182,0.09090909090909088,improved,wrong_to_wrong,3,2
774,anh nghĩ là,anh nghĩ là,anh nghĩ là,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
775,chắc chắn là có có đây có hai điểm này một là mình ở trong cái nhiệm kỳ của cổ vẫn có thể tạo điều kiện để đồng hành và phát triển cái dự án nó lên được với những cái nguồn lực,chắc chắn là có có đây có hai điểm nè một là mình ở trong cái nhiệm kỳ của cổ vẫn có thể tạo điều kiện để đồng hành và phát triển cái gì đó lên được với những cái nguồn lực,chắc chắn là có có đây có hai điểm này một là mình ở trong cái nhiệm kỳ của cổ vẫn có thể tạo điều kiện để đồng hành và phát triển cái dự án nó lên được với những cái nguồn lực,0.09302325581395349,0.0,0.09302325581395349,improved,wrong_to_correct,4,0
776,hai nữa là sau đó mình lại tiếp tục đồng hành với cái tổ chức cũ tại vì thường sau cái năm đăng quang,hai nữa là sau đó mình lại tiếp tục đồng hành với cái tổ chức của cổ tại vì thường sau cái năm đang qua,hai nữa là sau đó mình lại tiếp tục đồng hành với cái tổ chức cũ tại vì thường sau cái năm đăng quang,0.16666666666666666,0.0,0.16666666666666666,improved,wrong_to_correct,4,0
777,hết cái năm mới nhiệm kỳ thì cô sẽ quay về với quốc gia của cô và,hết cái năm mới nhiệm kỳ thì cô sẽ quay về với quốc gia của cô và,hết cái năm mới nhiệm kỳ thì cô sẽ quay về với quốc gia của cô và,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
778,tiếp tục đồng hành với các tổ chức đã đưa cô đi thi,tiếp tục đồng hành với các tổ chức đã đưa cô đi thi,tiếp tục đồng hành với các tổ chức đã đưa cô đi thi,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
779,và cái việc đồng hành đó cũng giúp cổ có thêm nhiều nguồn lực tiếp theo tức là không phải chỉ là trong giai đoạn đăng quang nhiệm kỳ rồi làm triển khai,và cái việc đồng hành đó cũng giúp cổ có thêm nhiều nguồn lực tiếp theo tức là không phải chỉ trong giai đoạn đang qua nhiệm kỳ rồi làm triển khai,và cái việc đồng hành đó cũng giúp cổ có thêm nhiều nguồn lực tiếp theo tức là không phải chỉ là trong giai đoạn đang qua nhiệm kỳ rồi làm triển khai,0.09090909090909091,0.06060606060606061,0.030303030303030304,improved,wrong_to_wrong,3,2
780,chẳng hạn như anh anh nhớ một cái trường hợp đó là,chẳng hạn như anh nhớ một cái trường hợp đó là,chẳng hạn như anh anh nhớ một cái trường hợp đó là,0.08333333333333333,0.0,0.08333333333333333,improved,wrong_to_correct,1,0
781,bạn hoa hậu ấn độ đang quay miss universe năm 2021,bạn hoa hậu ấn độ đang quay miss universe năm 2021,bạn hoa hậu ấn độ đang quay miss universe năm 2021,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
782,là hana hana cũng là một người mà tụi anh anh rất là quý bạn bạn cũng có một thời gian anh mời qua việt nam đó,là hana cũng là một người và tụi anh rất là quý bạn bạn cũng có một thời gian anh mời qua việt nam á,là hana hana cũng là một người mà tụi anh an rất là quý bạn bạn cũng có một thời gian anh mời qua việt nam đó,0.14814814814814814,0.037037037037037035,0.1111111111111111,improved,wrong_to_wrong,4,1
783,thì anh có biết hana có,thế anh có biết hình as đó không,thế anh có biết hình as đó không,0.8333333333333334,0.8333333333333334,0.0,unchanged,wrong_to_wrong,5,5
784,ờ một cái dự án về,một cái dự án về,một cái dự án về,0.16666666666666666,0.16666666666666666,0.0,unchanged,wrong_to_wrong,1,1
785,về sức khỏe sinh sản của phụ nữ,về sức khỏe sinh sản của phụ nữ,về sức khỏe sinh sản của phụ nữ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
786,tại vì đó là một trong những vấn đề cực kỳ cấp thiết của ấn độ,tại vì đó là một trong những vấn đề cực kỳ cấp thiết của ấn độ,tại vì đó là một trong những vấn đề cực kỳ cấp thiết của ấn độ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
787,đó về vệ sinh,về vệ sinh,đó về vệ sinh,0.25,0.0,0.25,improved,wrong_to_correct,1,0
788,liên quan tới phụ nữ,liên quan tới phụ nữ,liên quan tới phụ nữ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
789,ờ bạn có cái dự án như vậy và tổ chức miss universe dưới thời img họ cũng,bạn có cái dự án như vậy và cái tổ chức miss universe giữa thời img họ cũng,bạn có cái dự án như vậy và tổ chức miss universe dưới thời img họ cũng,0.16666666666666666,0.05555555555555555,0.1111111111111111,improved,wrong_to_wrong,3,1
790,đồng hành cùng với cô trong việc thực hiện dự án đó ngay tại ấn độ,đồng hành cùng với cô trong việc thực hiện dự án đó ngay tại ấn độ,đồng hành cùng với cô trong việc thực hiện dự án đó ngay tại ấn độ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
791,tại vì rõ ràng dự án đó mà dùng ở những nước,tại vì rõ ràng dự án đó mà dùng ở những nước,tại vì rõ ràng dự án đó mà dùng ở những nước,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
792,áp dụng vào những nước phát triển thì có thể không cần thiết cái tính cấp thiết đó không có,áp dụng vào những cái nước phát triển thì có thể không cần thiết kế tính cấp thế nào mà có,áp dụng vào những nước phát triển thì có thể không cần thiết cái tính cấp thiết đó mình có,0.25,0.05,0.2,improved,wrong_to_wrong,5,1
793,nhưng mà cổ là người sinh lớn lên ở ấn độ cũng muốn làm gì đó cho cái vùng đất của cổ và cái dự án rất cấp thiết,nhưng mà cổ là người sinh lớn lên ở ấn độ cũng muốn làm gì đó cho cái vùng đất của cổ và cái dưới rất là cấp thiết,nhưng mà cổ là người sinh lớn lên ở ấn độ cũng muốn làm gì đó cho cái vùng đất của cổ và cái dự án rất cấp thiết,0.10344827586206896,0.0,0.10344827586206896,improved,wrong_to_correct,3,0
794,thì tổ chức miss universe họ đồng hành cùng với cô để làm dự án đó và kể cả cho đến bây giờ theo anh được biết là cô vẫn tiếp tục dự án đó even là cô đang sống,thì tổ chức miss universe họ đồng hành cùng với cô để làm cái dự án đó và kể cả cho tới bây giờ theo anh được biết là cô vẫn tiếp tục cái dụ án nó even là cô đang sống,thì tổ chức miss universe họ đồng hành cùng với cô để làm dự án đó và kể cả cho đến bây giờ theo anh được biết là cô vẫn tiếp tục dự án đó thậm chí là cô đang sống,0.125,0.05,0.075,improved,wrong_to_wrong,5,2
795,tại mỹ nhưng cô vẫn đi đi về về để thực hiện dự án này của mình,tại mỹ cô vẫn đi về để thực hiện dự án này của mình,tại mỹ nhưng cô vẫn đi đi về về để thực hiện dự án này của mình,0.17647058823529413,0.0,0.17647058823529413,improved,wrong_to_correct,3,0
796,thì anh tin những người như vậy là những người có sức ảnh hưởng lâu dài đến cộng đồng,thì anh tin những người như vậy là những người có sức ảnh hưởng lâu dài đến cộng đồng,thì anh tin những người như vậy là những người có sức ảnh hưởng lâu dài đến cộng đồng,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
797,đối với những hoa hậu hoàn vũ việt nam thật là cách tụi anh phát triển,đối với những hoàng vũ việt nam thật ra cách tụi anh phát triển,đối với những hoa hậu hoàn vũ việt nam thật là cách tụi anh phát triển,0.25,0.0,0.25,improved,wrong_to_correct,4,0
798,ừ,ừ,ừ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
799,cũng trên cái cam kết như vậy cam kết đó nó nó,khủng trên cái cam kết như vậy cam kết đó nó,khủng lên vì cái cam kết như vậy cam kết đó nó nó,0.16666666666666666,0.25,-0.08333333333333334,worsened,wrong_to_wrong,2,3
800,ít phải thành văn bản theo kiểu là,nó không phải thành văn bản theo kiểu là,ít phải thành văn bản theo kiểu là,0.25,0.0,0.25,improved,wrong_to_correct,2,0
801,chỉ là em ký thôi em hứa là anh phải làm nữa,chỉ là em ký rồi em hứa là anh phải làm nữa,chỉ là em ký thôi em hứa là anh phải làm nữa,0.08333333333333333,0.0,0.08333333333333333,improved,wrong_to_correct,1,0
802,đó là rất nhiều những cái ràng buộc và sau đó người ta phải tìm thấy niềm vui nữa,đó là rất nhiều những cái ràng buộc và sau đó người ta phải tìm thấy niềm vui nữa,đó là rất nhiều những cái ràng buộc và sau đó người ta phải tìm thấy niềm vui nữa,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
803,giống như nói hờ hay hoặc là vâng hoặc là,giống như nói hờ he hoặc là vư hoặc loại,giống như nói hờ hay hoặc là vâng hoặc,0.3,0.1,0.19999999999999998,improved,wrong_to_wrong,3,1
804,châu em sẽ các bạn vẫn tiếp tục đồng hành với những cái hoạt động cộng đồng những cái dự án của các bạn,châu em sẽ các bạn vẫn tiếp tục đồng hành với những hoạt động cộng đồng những dự án của các bạn,châu em sẽ các bạn vẫn tiếp tục đồng hành với những cái hoạt động cộng đồng những cái dự án của các bạn,0.08333333333333333,0.0,0.08333333333333333,improved,wrong_to_correct,2,0
805,bằng cái niềm vui mà các bạn tìm thấy trong cái việc đó,bằng cái niềm vui mà các bạn tìm thấy trong quý vị đó,bằng cái niềm vui mà các bạn tìm thấy trong việc đó,0.15384615384615385,0.07692307692307693,0.07692307692307693,improved,wrong_to_wrong,2,1
806,ừm,nên,nên nghĩnh,1.0,2.0,-1.0,worsened,wrong_to_wrong,1,2
807,đó là nói về những bạn thí sinh đi,đó là nói về những bạn thí sinh đi,đó là nói về những bạn thí sinh đi,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
808,và nói về cái tầm của cuộc thi,và nói về cái tâm của quốc phí,và nói về cái tầm của cuộc thi,0.375,0.0,0.375,improved,wrong_to_correct,3,0
809,nhưng mà để đến được cuộc thi thì mình có một cái ban bệ một cái lãnh đạo một cái là một cái ban lãnh đạo và một tổ chức,nhưng mà để đến được cuộc thi thì mình có một cái ban bệ một cái lãnh đạo một ban lãng đạo và một tổ chức,nhưng mà để đến được cuộc thi thì mình có một cái ban bệ một cái lãnh đạo một cái là một cái ban lãnh đạo và một tổ chức,0.16666666666666666,0.0,0.16666666666666666,improved,wrong_to_correct,5,0
810,có phải là blđ tập đoàn của anh,hoặc là bod tập đoàn của anh,có phải là blo tập đoàn của anh,0.375,0.125,0.25,improved,wrong_to_wrong,3,1
811,thì vào cái thời điểm anh quyết định đập hết đi xây lại làm lại từ đầu đi,thì vào cái thời điểm anh quyết định đập hết dc lại làm lại từ đầu đi,thì vào cái thời điểm anh quyết định đập hết đi xây lại làm lại từ đầu đi,0.1111111111111111,0.0,0.1111111111111111,improved,wrong_to_correct,2,0
812,mọi người có can không tại vì thật ra cái việc relearning một điều,mọi người có can không tại vì thật ra cái việc relearning một điều,mọi người có can không tại vì thật ra cái việc học lại một điều,0.0,0.14285714285714285,-0.14285714285714285,worsened,correct_to_wrong,0,2
813,nó,nó,nó,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
814,với những người mà người ta muốn ở trong cái vùng an toàn của người ta cái comfort zone,với những người mà người ta muốn ở trong cái vùng an toàn của người ta cái comfort zone,với những người mà người ta muốn ở trong cái vùng an toàn của mình cái comfort zone,0.0,0.10526315789473684,-0.10526315789473684,worsened,correct_to_wrong,0,2
815,thì nghe nó rất mạo hiểm,thì nghe nó rất mạo hiểm,thì nghe nó rất mạo hiểm,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
816,thì thời điểm đó có ai ngăn anh không đừng đừng đừng ở đâu cứ ở đấy thôi,thì ở thời điểm đó có ai ngăn anh là đừng đâu thì cứ ở đấy không,thì thời điểm đó có ai ngăn anh không cuối cùng cứ ở đấy thôi chứ đâu thì cứ đợi đấy nhé,0.3888888888888889,0.5,-0.1111111111111111,worsened,wrong_to_wrong,7,9
817,anh nghĩ cái quá trình nào đầu tiên nó cũng cần một ban bệ nhé tức là để,anh nghĩ cái quá trình nào đầu tiên nó cũng cần một bang bệ nhá tức là để,anh nghĩ cái quá trình nào đầu tiên nó cũng cần một ban bệ nhé tức là để,0.1111111111111111,0.0,0.1111111111111111,improved,wrong_to_correct,2,0
818,để một cái quyết định đó,để một cái quyết định đó,để một cái quyết định đó,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
819,nó được challenge đủ nó được,nó được challenge đủ nó được,nó được challenge đủ nó được,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
820,thách thức đủ bởi rất nhiều những cái ý kiến khác nhau,thách thức đủ bởi rất là nhiều những ý kiến khác nhau,thách thức đủ bởi rất nhiều những cái ý kiến khác nhau,0.16666666666666666,0.0,0.16666666666666666,improved,wrong_to_correct,2,0
821,anh không nói là,anh không nói là,anh không nói là,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
822,không phải là câu chuyện mình phải làm mới thì có nghĩa lúc nào mình cũng mới là hay đâu,không phải là câu chuyện mình phải làm mới thì có nghĩa lúc nào mình cũng mới là hay đâu,không phải là câu chuyện mình phải làm mới thì có nghĩa lúc nào mình cũng mới là hay đâu,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
823,cái mới của mình nó phải được chui rèn qua rất nhiều những ý kiến khác nhau ví dụ mình muốn đưa ra một điểm mới,cái mới của mình nó phải được chui rèn qua rất nhiều những cái ý kiến khác nhau ví dụ mình muốn đưa ra một điểm mới,cái mới của mình nó phải được chui rèn qua rất nhiều những ý kiến khác nhau ví dụ mình muốn đưa ra một điểm mới,0.038461538461538464,0.0,0.038461538461538464,improved,wrong_to_correct,1,0
824,phải vô một cái hội đồng,phải vô một cái hội đồng,phải vô một cái hội đồng,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
825,mình phải bảo vệ được ý kiến với hội đồng đó trong trong hội đồng nó có rất nhiều ý kiến,mình phải bảo vệ được ý kiến với hội đồng đó trong hội động nó có rất nhiều ý kiếm,mình phải bảo vệ được ý kiến với hội đồng đó trong trong hội đồng nó có rất nhiều ý kiến,0.14285714285714285,0.0,0.14285714285714285,improved,wrong_to_correct,3,0
826,có những người có thể là họ bảo thủ có những người họ đổi mới có người họ thiên về thực tiễn tạo ra lợi nhuận có người họ thiên về thông điệp tạo ra tính xã hội thì một cái ý kiến nó phải được,có những người có thể là họ bảo thủ có những người họ đổi mới có như người thì họ thiên về thực tiễn tạo ra lợi nhuận có người họ thiêng về thông điệp tạo ta tính xã hội thì một cái ý kiến đó phải được,có những người có thể là họ bảo thủ có những người họ đổi mới có người họ thiên về thực tiễn tạo ra lợi nhuận có người họ thiên về thông điệp tạo ra tính xã hội thì một cái ý kiến nó phải được,0.10869565217391304,0.0,0.10869565217391304,improved,wrong_to_correct,5,0
827,anh dùng từ là,anh dùng từ là,anh dùng từ là,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
828,được rèn qua tất cả những góc nhìn khác nhau thì mới tạo ra được một cái ý kiến đó hoàn thiện,được rèn qua tất cả những cái góc nhìn khác nhau thì mới tạo ra được một cái ý kiến đó hoàn thiện,được rèn qua tất cả những góc nhìn khác nhau thì mới tạo ra được một cái ý kiến đó hoàn thiện,0.045454545454545456,0.0,0.045454545454545456,improved,wrong_to_correct,1,0
829,ờ anh may mắn ở chỗ là,anh may mắn ở chỗ là,anh may mắn ở chỗ là,0.14285714285714285,0.14285714285714285,0.0,unchanged,wrong_to_wrong,1,1
830,ờm,em,em ờm,1.0,1.0,0.0,unchanged,wrong_to_wrong,1,1
831,trong cái,trong cái,trong cái,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
832,giống như em nói cái ban bệ cái hội đồng bod của anh thì luôn luôn,giống như em nói cái ban về hội đồng bod của anh thì luôn luôn,dương như em nói cái ban về cái hội đồng bod của anh thì luôn luôn,0.125,0.125,0.0,unchanged,wrong_to_wrong,2,2
833,có chung với quan điểm đó là mình sẽ tìm cách làm mới,có chung với cái quan điểm đó là mình sẽ tìm cách làm mới,có chung với quan điểm đó là mình sẽ tìm cách làm mới,0.07692307692307693,0.0,0.07692307692307693,improved,wrong_to_correct,1,0
834,nhưng cái làm mới như thế nào,nhưng cái làm mới như thế nào,nhưng cái làm mới như thế nào,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
835,thì bản thân cái ý kiến mới nó phải sống sót được qua hội đồng đó đã,thì bản thân cái ý kiến mới nó phải sống sót được qua hội đồng đó nè,thì bản thân cái ý kiến mới nó phải sống sót được qua hội đồng đó là,0.058823529411764705,0.058823529411764705,0.0,unchanged,wrong_to_wrong,1,1
836,là pitching qua hết một hội đồng đúng không,là pitching qua hết một hội đồng đúng không ạ,là pitching qua hết một hội đồng đúng không,0.1111111111111111,0.0,0.1111111111111111,improved,wrong_to_correct,1,0
837,đúng rồi,đúng rồi,đúng rồi,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
838,ờ nên là để mà align được một cái điểm thật ra cũng rất là vất vả nhưng anh nghĩ đó là cái vất vã cần thiết tại nhiều khi giống như mình,nên là để mà align được một cái điểm thật ra cũng rất là vất vả nhưng anh nghĩ đó là cái vất phải cần thiết tại nhiều khi giống như mình,nên là để mà online được một cái điểm thật ra cũng rất là vất vả nhưng anh nghĩ đó là cái vất vã cần thiết tại nhiều khi giống như mình,0.06060606060606061,0.06060606060606061,0.0,unchanged,wrong_to_wrong,2,2
839,mình sẽ gặp cái bẫy của fix mindset ở đây là gì mình thấy mình làm mới,mình sẽ gặp cái bẫy của fixed mindset ở đây là gì nè mình thấy mình làm mới,mình sẽ gặp cái bẫy của fix my status ở đây là gì mình thấy mình làm mới,0.11764705882352941,0.11764705882352941,0.0,unchanged,wrong_to_wrong,2,2
840,bởi vì mình tin mình là một người luôn mới,bởi vì mình tin mình là một người luôn mới,bởi vì mình tin mình là một người luôn mới,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
841,xong mình thấy là ôi cái này mới quá,xong mình thấy là ôi cái này mới quá,xong mình thấy là ôi cái này mới quá sau mình thấy là ôi cái này mới quá sao mình thấy là ôi cái này mới quá,0.0,2.0,-2.0,worsened,correct_to_wrong,0,18
842,mình làm thôi,mình làm thôi,mình làm thôi,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
843,nhưng như vậy là mình fix á,nhưng như vậy là mình fix ạ,nhưng như vậy là mình fix được ạ,0.14285714285714285,0.2857142857142857,-0.14285714285714285,worsened,wrong_to_wrong,1,2
844,mình fix ở chỗ là,mình fix ở chỗ là,mình fix ở chỗ là,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
845,có một mình tôi mới cái mới của tôi luôn đúng,có một mình tôi mới cái mới của tôi luôn đúng,có một mình tôi mới cái mới của tôi luôn đúng,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
846,đó là mình fix mindset rồi đó,đó là làm mình fix mindset rồi đó,đó là mình fix mindset rồi đó,0.14285714285714285,0.0,0.14285714285714285,improved,wrong_to_correct,1,0
847,chứ không phải mình nghĩ là mình làm mới là mình mình mình cải tiến đâu nha,chứ không phải mình nghĩ là mình làm mới là mình cải tiến đâu nha,chứ không phải mình nghĩ là mình làm mới là mình mình mình cải tiến đâu nha,0.11764705882352941,0.0,0.11764705882352941,improved,wrong_to_correct,2,0
848,trong quá trình mình làm mới mà mình không mình bất chấp những yếu tố khác,trong quá trình mình làm mới mà mình bất chấp những yếu tố khác,trong quá trình mình làm mới mà mình không bất chấp những yếu tố khác,0.125,0.0625,0.0625,improved,wrong_to_wrong,2,1
849,về tính thực tiễn tính khả thi tính tác động,về tính thực tiễn tính khả thi tinh tác động,về tính thực tiễn tính khả thi và tác động,0.1,0.1,0.0,unchanged,wrong_to_wrong,1,1
850,tính tất tần tật tất cả những điều khác thì rõ ràng tính lịch sử nữa,tính tất cả thực hiện cái điều khác thì rõ ràng là tính lịch sử nữa,tính thực những điều khác thì rõ ràng tính lịch sử nữa,0.375,0.3125,0.0625,improved,wrong_to_wrong,6,5
851,tính kế thừa nữa nếu mình bỏ hết tất cả những yếu tố đi mình chỉ quan tâm tới cái mới mà mình nghĩ thôi,tính kế thường nữa nếu mình bỏ hết tất cả những yếu tố đó đi mình chỉ quan tâm tới cái mới mà mình nghĩ thôi,tính kế thừa nữa nếu mình bỏ hết tất cả những yếu tố đi mình chỉ quan tâm tới cái mới mà mình nghĩ thôi,0.08,0.0,0.08,improved,wrong_to_correct,2,0
852,thì có thể là mình đã fail,thì có thể là mình đã fail,thì có thể là mình đã phèo,0.0,0.14285714285714285,-0.14285714285714285,worsened,correct_to_wrong,0,1
853,đúng không,ủa,ủa,1.0,1.0,0.0,unchanged,wrong_to_wrong,2,2
854,nên là khi,nên là khi,nên là khi,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
855,ví dụ anh là một người,ví dụ anh là một người,ví dụ anh là một người,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
856,anh dùng từ là khá là innovate nhưng mà bản thân khi mà anh initiate mình tạo ra một cái sản phẩm mới anh cũng sẽ tìm cách,anh dùng từ là khá là innovative nhưng mà bản thân khi mà anh initiate mình tạo ra một cái sản phẩm mới anh cũng sẽ tìm cách,anh dùng từ là khá là innovate nhưng mà bản thân khi mà anh initiate mình tạo ra một cái sản phẩm mới anh cũng sẽ tìm cách,0.03571428571428571,0.0,0.03571428571428571,improved,wrong_to_correct,1,0
857,hỏi đáp trao đổi và anh cũng có những cuộc gặp cà phê bạn bè,hỏi đáp trao đổi và anh cũng có những cuộc gặp cà phê bạn bè,hỏi đáp trao đổi và anh cũng có những cuộc gặp cà phê bạn bè,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
858,ngẫu hứng thôi anh thử chia sẻ một cái idea để mọi người,ngậu hứng thôi anh thử chia sẻ một cái đi để mọi người,ngẫu hứng thôi anh thử chia sẻ một cái đi để mọi người,0.15384615384615385,0.07692307692307693,0.07692307692307693,improved,wrong_to_wrong,2,1
859,cho anh thêm góp ý cho anh thêm góc nhìn có thể là một người trong lĩnh vực hoặc một người ngoài lãnh vực ở có những góc nhìn khác nhau,cho anh thêm góc ý cho anh đem góc nhìn có thể là một người trong lĩnh vực một người ngoài hành quốc vật có những góc nhiệm khác nhau,cho anh thêm góp ý cho anh thêm góc nhìn có thể là một người trong lĩnh vực hoặc một người ngoài lãnh vực ở có những góc nhìn khác nhau,0.22580645161290322,0.0,0.22580645161290322,improved,wrong_to_correct,7,0
860,thì anh nhớ là thỉnh thoảnh có những cái cuộc cà phê,thì anh nhớ là thỉnh thoảng có những cái cuộc cà phê,thì anh nhớ là thỉnh thoảnh có những cái cuộc cà phê,0.08333333333333333,0.0,0.08333333333333333,improved,wrong_to_correct,1,0
861,ngẫu hứng anh em mình anh cũng đưa một vài cái sự hướng đúng không,ngẫu hứng anh em mình anh cũng đưa một vài ý tưởng đúng không,ngẫu hứng anh em mình anh cũng đưa một vài cái sự hướng đúng không,0.2,0.0,0.2,improved,wrong_to_correct,3,0
862,để anh nghe để xem góc nhìn của mọi người trong ngành mà mọi người nói như sao,để anh nghe để xem góc nhìn của mọi người trong ngành mọi người nói như thế nào đó,để anh nghe để xem góc nhìn của mọi người trong ngành mà mọi người nói như sao,0.2222222222222222,0.0,0.2222222222222222,improved,wrong_to_correct,4,0
863,ấy nãy giờ mình nói về công việc quá nhiều rồi đi,nãy giờ mình nói về công việc quá nhiều rồi đi,ấy nãy giờ mình nói về công việc quá nhiều rồi đi,0.08333333333333333,0.0,0.08333333333333333,improved,wrong_to_correct,1,0
864,vậy thì nói về bản thân anh,vậy thì nói về bản thân anh,vậy thì nói về bản thân anh,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
865,này mình cũng unlearn rồi bây giờ relearn,nãy mình cũng unlearn thế bây giờ relearn,này mình cũng ăn lớn rồi bây giờ rí lên,0.25,0.5,-0.25,worsened,wrong_to_wrong,2,4
866,là,bạn,bạn và là,1.0,2.0,-1.0,worsened,wrong_to_wrong,1,2
867,về cá nhân anh thì anh đã từng relearn cái gì hoặc là định relearn một điều gì chưa,về cá nhân anh thì anh đã từng relearn cái gì hoặc là định relearn một điều gì chưa,về cá nhân anh thì anh đã từng relearn cái gì hoặc là định relearn một điều gì chưa,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
868,ừ,ừ,ừ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
